# r=Infinity
# M=1.000000e+00
# u/M:0 Reh/M:1 Imh/M:2 Momega:3 A/M:4 phi:5 t:6
-1.615041675990273404e+02 -2.132447201513868135e-04 -2.390410862254122850e-04 8.393103537782636847e-03 3.203341249012790705e-04 2.299220674375647810e+00 -1.615041675990273404e+02
-1.612543393985708349e+02 -2.094140327752405542e-04 -2.336402546731269263e-04 8.393103537782636847e-03 3.137546903663961757e-04 2.301568858302573073e+00 -1.612543393985708349e+02
-1.610045111981143862e+02 -2.055635523836364957e-04 -2.284944976706576255e-04 8.005124244190841773e-03 3.073533951892287903e-04 2.303414342281826066e+00 -1.610045111981143862e+02
-1.607546829976578806e+02 -2.019009525054351771e-04 -2.234532750266011059e-04 1.032443716394736144e-02 3.011567046285302889e-04 2.305568669871286502e+00 -1.607546829976578806e+02
-1.605048547972014035e+02 -1.985188588679048143e-04 -2.183875809517801261e-04 1.421883470376268492e-02 2.951319583511508417e-04 2.308573013396616247e+00 -1.605048547972014035e+02
-1.602550265967449548e+02 -1.954322904425237592e-04 -2.132289937915254842e-04 1.879291049816527587e-02 2.892410481604528166e-04 2.312673201644544374e+00 -1.602550265967449548e+02
-1.600051983962884492e+02 -1.926404587636807700e-04 -2.079636111618567737e-04 2.346551701691521399e-02 2.834770006899348951e-04 2.317963011418808783e+00 -1.600051983962884492e+02
-1.597553701958319721e+02 -1.901270259920380618e-04 -2.026192289763018874e-04 2.762761872300544680e-02 2.778539867691809579e-04 2.324397897422778581e+00 -1.597553701958319721e+02
-1.595055419953754665e+02 -1.878379113845429728e-04 -1.972462971812031910e-04 3.054325162078656494e-02 2.723769129441827716e-04 2.331767327955741820e+00 -1.595055419953754665e+02
-1.592557137949190462e+02 -1.856661074653370518e-04 -1.919100729839079769e-04 3.160155621214758709e-02 2.670231817165299201e-04 2.339659028599798685e+00 -1.592557137949190462e+02
-1.590058855944625691e+02 -1.834826609846628668e-04 -1.866799244690686048e-04 3.074305963384569088e-02 2.617542379442783229e-04 2.347557247795950097e+00 -1.590058855944625691e+02
-1.587560573940060635e+02 -1.811901402384757172e-04 -1.816162547540962945e-04 2.861312910476937824e-02 2.565430390997645231e-04 2.355019995129499222e+00 -1.587560573940060635e+02
-1.585062291935495864e+02 -1.787648453644545294e-04 -1.767527752110895935e-04 2.628296622382647954e-02 2.513929463668368599e-04 2.361853980903297678e+00 -1.585062291935495864e+02
-1.582564009930930808e+02 -1.762537045608978726e-04 -1.720880501958932146e-04 2.470394455154850330e-02 2.463324286237289973e-04 2.368152447438213848e+00 -1.582564009930930808e+02
-1.580065727926366321e+02 -1.737347576594202702e-04 -1.675892462912445579e-04 2.428371228370104773e-02 2.413916350900439294e-04 2.374197464926277590e+00 -1.580065727926366321e+02
-1.577567445921801266e+02 -1.712681646954309321e-04 -1.632085693299443812e-04 2.481901778995786526e-02 2.365794186755654888e-04 2.380285959718693611e+00 -1.577567445921801266e+02
-1.575069163917236779e+02 -1.688694742310677035e-04 -1.589008868043037504e-04 2.575597921722050723e-02 2.318758097652090001e-04 2.386598446029402520e+00 -1.575069163917236779e+02
-1.572570881912671723e+02 -1.665115135087165247e-04 -1.546362870686519050e-04 2.654055892320156956e-02 2.272409853203026433e-04 2.393155099596358859e+00 -1.572570881912671723e+02
