# r=Infinity
# M=1.000000e+00
# u/M:0 Reh/M:1 Imh/M:2 Momega:3 A/M:4 phi:5 t:6
-1.615041675990273404e+02 -2.259204508018446979e-04 2.439223276355424893e-04 -1.318689072036463919e-02 3.324727838630549747e-04 -2.317898540137021346e+00 -1.615041675990273404e+02
-1.612543393985708349e+02 -2.223722514016766621e-04 2.388002366722643914e-04 -1.318689072036463919e-02 3.263050278928904041e-04 -2.320587331786513996e+00 -1.612543393985708349e+02
-1.610045111981143862e+02 -2.190934008232597668e-04 2.334469233991124640e-04 -1.800349433640464555e-02 3.201552503533444194e-04 -2.324487454493591176e+00 -1.610045111981143862e+02
-1.607546829976578806e+02 -2.160161795554140483e-04 2.278304359080438924e-04 -2.233377215754176262e-02 3.139581140148573748e-04 -2.329582892970498698e+00 -1.607546829976578806e+02
-1.605048547972014035e+02 -2.131247047096465684e-04 2.220682310618448036e-04 -2.571642290809728754e-02 3.077928508014942896e-04 -2.335646666708639074e+00 -1.605048547972014035e+02
-1.602550265967449548e+02 -2.104362818834814707e-04 2.163096245517852128e-04 -2.813524503407271657e-02 3.017835025422668273e-04 -2.342432268285113306e+00 -1.602550265967449548e+02
-1.600051983962884492e+02 -2.079337385298851855e-04 2.106503321233452891e-04 -2.953341768090585878e-02 2.959898681419523433e-04 -2.349704621981167918e+00 -1.600051983962884492e+02
-1.597553701958319721e+02 -2.055271955641755298e-04 2.051188739134204809e-04 -2.971289758645351969e-02 2.903707639415244873e-04 -2.357188829470214575e+00 -1.597553701958319721e+02
-1.595055419953754665e+02 -2.030787332978107478e-04 1.997127795298659519e-04 -2.858863740642972329e-02 2.848265546352520190e-04 -2.364550861449911334e+00 -1.595055419953754665e+02
-1.592557137949190462e+02 -2.004682537403031344e-04 1.944341357614360851e-04 -2.647423210989993322e-02 2.792707537623356708e-04 -2.371473325143715893e+00 -1.592557137949190462e+02
-1.590058855944625691e+02 -1.976505677490483022e-04 1.892972378247634909e-04 -2.407420589086304435e-02 2.736771659813916650e-04 -2.377778880982876597e+00 -1.590058855944625691e+02
-1.587560573940060635e+02 -1.946672924947075026e-04 1.843155814958700371e-04 -2.216369969770511095e-02 2.680813092130458850e-04 -2.383502156213982648e+00 -1.587560573940060635e+02
-1.585062291935495864e+02 -1.916151158692181518e-04 1.794909898678400978e-04 -2.119782857992411756e-02 2.625516483919134846e-04 -2.388853115404748095e+00 -1.585062291935495864e+02
-1.582564009930930808e+02 -1.885953197011884346e-04 1.748156995237271777e-04 -2.113249956189892573e-02 2.571550571409466648e-04 -2.394093786949397895e+00 -1.582564009930930808e+02
-1.580065727926366321e+02 -1.856738244732360167e-04 1.702807331049262143e-04 -2.155406733258838012e-02 2.519331204134724078e-04 -2.399412104078141095e+00 -1.580065727926366321e+02
-1.577567445921801266e+02 -1.828652722685695793e-04 1.658788567714004620e-04 -2.198335873532330023e-02 2.468916825768840712e-04 -2.404863414657834486e+00 -1.577567445921801266e+02
