# r=Infinity
# M=1.000000e+00
# u/M:0 Reh/M:1 Imh/M:2 Momega:3 A/M:4 phi:5 t:6
-1.615041675990273404e+02 2.900448180090647849e-05 5.632877496625376566e-04 -1.149251808676379771e-02 5.640339962133708281e-04 -1.519350349686286794e+00 -1.615041675990273404e+02
-1.612543393985708349e+02 2.710352571655911998e-05 5.581899773021451946e-04 -1.149251808676379771e-02 5.588476105941918640e-04 -1.522278337778251167e+00 -1.612543393985708349e+02
-1.610045111981143862e+02 2.529181921783704598e-05 5.530017266755511262e-04 -1.063802548027068494e-02 5.535797917423365211e-04 -1.525092659910946224e+00 -1.610045111981143862e+02
-1.607546829976578806e+02 2.367708885046779582e-05 5.477063632906969135e-04 -9.268866868737015222e-03 5.482178991291272036e-04 -1.527593695302543519e+00 -1.607546829976578806e+02
-1.605048547972014035e+02 2.228602589785349240e-05 5.422980602485768294e-04 -7.879927720704355681e-03 5.427557950862329800e-04 -1.529723908571120949e+00 -1.605048547972014035e+02
-1.602550265967449548e+02 2.108824601691001156e-05 5.367937291605983643e-04 -6.754244869485738142e-03 5.372078013080334308e-04 -1.531530951626924653e+00 -1.602550265967449548e+02
-1.600051983962884492e+02 2.003569423855692156e-05 5.312325870829523195e-04 -5.908963773592319259e-03 5.316102807719838563e-04 -1.533098710253492980e+00 -1.600051983962884492e+02
-1.597553701958319721e+02 1.909729461716769849e-05 5.256778554434596686e-04 -5.202993151296723788e-03 5.260246328503350062e-04 -1.534483403199162987e+00 -1.597553701958319721e+02
-1.595055419953754665e+02 1.826536147809840224e-05 5.201979807874988716e-04 -4.519771187174398061e-03 5.205185516821822294e-04 -1.535698419085444799e+00 -1.595055419953754665e+02
-1.592557137949190462e+02 1.753973932622613800e-05 5.148485982149100500e-04 -3.885255884196532183e-03 5.151472814055120444e-04 -1.536741735803496489e+00 -1.592557137949190462e+02
-1.590058855944625691e+02 1.690475789228558441e-05 5.096588647786451419e-04 -3.459596188500650531e-03 5.099391427286731164e-04 -1.537639712057168095e+00 -1.590058855944625691e+02
-1.587560573940060635e+02 1.631845848739548518e-05 5.046335233579814011e-04 -3.424090573333725407e-03 5.048973014228686808e-04 -1.538470345183654997e+00 -1.587560573940060635e+02
-1.585062291935495864e+02 1.572054722081784532e-05 4.997612465930587316e-04 -3.852894286443544602e-03 5.000084391299511799e-04 -1.539350580829440096e+00 -1.585062291935495864e+02
-1.582564009930930808e+02 1.505379895026232227e-05 4.950242151644674562e-04 -4.649443006807049347e-03 4.952530569941308468e-04 -1.540395468475917573e+00 -1.582564009930930808e+02
-1.580065727926366321e+02 1.428578363880039513e-05 4.904003728487028608e-04 -5.580513285250503393e-03 4.906084072907040006e-04 -1.541673704788471211e+00 -1.580065727926366321e+02
-1.577567445921801266e+02 1.341928692786481059e-05 4.858620892719791771e-04 -6.378226600393986992e-03 4.860473712030393117e-04 -1.543183807659272766e+00 -1.577567445921801266e+02
-1.575069163917236779e+02 1.248759959236859135e-05 4.813750687365129328e-04 -6.846303592405154209e-03 4.815370151345188901e-04 -1.544860626535831338e+00 -1.575069163917236779e+02
-1.572570881912671723e+02 1.153935329727409679e-05 4.769029340262365851e-04 -6.916828130787852635e-03 4.770425192342420866e-04 -1.546604607071811355e+00 -1.572570881912671723e+02
-1.570072599908106952e+02 1.062152469115509741e-05 4.724152482755334423e-04 -6.642949063888316935e-03 4.725346374499956063e-04 -1.548316663985394470e+00 -1.570072599908106952e+02
